node_id,node_name,model,skill,source_url,list_page_url,detail_url,company_name,main_products,fit_export,quality_system,region,contact_action,status,error_message
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/article.html,资讯,,三资 供应商入口 网站地图 汽车零部件供应商 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 首页 > 电动汽车零部件供应商专栏 电动汽车零部件供应商 按电动汽车零部件供应商查询 --> 按产品类别检索 全部 动力总成系统 整车控制器 电机及控制系统 动力电池 超级电容器 电池管理系统 电池材料及配件 电池回收 储能电池及相关技术 其他附件 充电机 充电桩 其他充电设备 氢燃料电池 氢燃料电池核心部件 氢燃料电池供电系统 车载供氢系统 制氢储氢加氢站 IGBT功率半导体及电动化芯片 热管理系统 其他新能源汽车零部件,,,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/category.php?cid=107&pid=208&catid=208,全部,,,ISO9000系列 VDA认证 QS认证 ISO14000 OHSAS18001 IS,,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,javascript:;,收藏,质量体系 地区 联系方式,,,,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/free.php?mid=18653,查看,电子控制器、喷油器、燃油分配管总成、燃油泵支架总成、节气门位置传感器、炭罐控制阀、油门踏板块、氧传感器、压力传感器、速度传感器、电子燃油泵、爆震传感器、怠速调节器、压力调... 配套/出口：为一汽集团、一汽-大众、哈航集团、吉林吉轻、一汽夏利、上海通用（东岳）、上海大众、上海通用、奇瑞汽车、吉利汽车、合肥昌河、昌河铃木、华晨汽车、上海通用（北盛）、北汽福田、河北长城、东风汽车（襄樊）、长安铃木、长安福特、长安集团、神龙汽车、上汽通用五菱、一汽海马、东风汽车（广州）、东南汽车、比亚迪等配套,为一汽集团、一汽-大众、哈航集团、吉林吉轻、一汽夏利、上海通用（东岳）、上海大众、上海通用、奇瑞汽车、吉利汽车、合肥昌河、昌河铃木、华晨汽车、上海通用（北盛）、北汽福田、河北长城、东风汽车（襄樊）、长安铃木、长安福特、长安集团、神龙汽车、上汽通用五菱、一汽海马、东风汽车（广州）、东南汽车、比亚迪等配套,ISO9000系列,上海 查看 / 收藏 主要产品：电子控制器、,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/free.php?mid=18636,查看,配套/出口：应用于国内各大主机厂,应用于国内各大主机厂,ISO9000系列,山东 查看 / 收藏 主要产品： 配套/出口,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/free.php?mid=74927,查看,主要做新能源动力总成（发动机、变速箱、电池电驱）,,,辽宁 查看 / 收藏 主要产品：主要做新能源,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/free.php?mid=74998,查看,主要开展纯电汽车集成电驱动系统及电机电控、混合动力汽车电机电控等的设计、开发、制造,,,广东 查看 / 收藏 主要产品：主要开展纯电,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/free.php?mid=75004,查看,灵犀动力 1.5T 混动发动机、新能源汽车电驱系统、动力电池、智能语音交互相关技术产品,,,广西 查看 / 收藏 主要产品：灵犀动力 1,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/free.php?mid=74501,查看,新能源空调压缩机、增程器,,,吉林 查看 / 收藏 主要产品：新能源空调压,查看/收藏,success,
1649,动力总成系统,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/category.php?cid=107&pid=208&catid=209,https://www.qcgys.com/free.php?mid=69888,查看,新能源汽车电机、三合一动力总成,,ISO 45001、ISO 14001 湖南 查看 / 收藏 主要产品：新能源汽车电机,湖南 查看 / 收藏 主要产品：新能源汽车电,查看/收藏,success,
