node_id,node_name,model,skill,source_url,list_page_url,detail_url,company_name,main_products,fit_export,quality_system,region,contact_action,status,error_message
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=80308,日马精密锻压有限公司,汽车减震器配件、安全部品、车载摄像头部品（ADAS）,"我司主要为一汽丰田,广汽丰田,广汽本田,东风本田,东风日产等配套汽车减震部品，为奥特立夫、均胜等企业配套安全带安全部品，为奇瑞、比亚迪、长安等提供ADAS车载摄像头相关部品；","16949系列,ISO9000系列,VDA认证,ISO14000",天津,段立强 职务： 营业 手机： 15902245871 Email： liqiang_duan@hzrima.com 网址： www.rimapf.com 地址： 天津西青区中北工业园南园红霞路3号 --> --> 企业介绍 MORE > 日,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=18698,日立安斯泰莫汽车动力科技（东莞）有限公司,生产、销售、研发：电子控制燃油喷射系统、汽车电子设备系统、燃油泵及以上产品有关软件的开发配套、汽车空调系统的压缩机及其相关零部件、汽车空调系统的空调总成及其相关零部件、新...,主要客户有广汽本田、东风本田、东风本田发动机、本田（中国）、海外KEHIN-M2JAPAN；出口英国、泰国、马来西亚、印尼、印度，并销往中国台湾（电子式节流阀28440台、空调压缩机28115台、CONDENSOR 28145台、前碰传感器1146396台、侧碰传感器297560台、SRS电子控制单元187215台、电子控制单元28337台）,IATF 16949、ISO 9001、ISO 14001,广东,僧伟利 职务： 总经理 电话： 0769-22658160 手机： 0769-22658230 Email： jingbin@keihin-kdg.com 网址： https://www.hitachiastemo.com.cn 地址： 广,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=74981,维宁尔（上海）汽车安全系统有限公司,主要做汽车电子安全系统，产品包括自动驾驶传感器（视觉系统、毫米波雷达、激光雷达）、主被动安全产品（约束控制系统、个性化约束控制系统）,"三资 供应商入口 网站地图 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 您当前所在的位置： 首页 > 免费供应商企业展示 --> 维宁尔（上海）汽车安全系统有限公司 Veoneer (Shanghai) Automotive Safety Systems Co., Ltd. 收藏企业 首页 主要产品 企业简介",,上海,主要产品 全部产品 主要做汽车电子安全系统，产品包括自动驾驶传感器（视觉系统、毫米波雷达、激光雷达）、主被动安全产品（约束控制系统、个性化约束控制系统） 企业简介 --> --> --> 公司性质： 民营 机构代码： 91310000MAC,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=74985,华为精密制造有限公司,主要做光通信设备、电子元器件（包括激光雷达、毫米波雷达的精密制造），还有智能驾驶和车联网的核心器件模组,"三资 供应商入口 网站地图 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 您当前所在的位置： 首页 > 免费供应商企业展示 --> 华为精密制造有限公司 Huawei Precision Manufacturing Co., Ltd. 收藏企业 首页 主要产品 企业简介 新闻发布 联系方式 主要产品 全部产品 主",,广东,主要产品 全部产品 主要做光通信设备、电子元器件（包括激光雷达、毫米波雷达的精密制造），还有智能驾驶和车联网的核心器件模组 企业简介 --> --> --> 公司性质： 民营 机构代码： 91440300MA5H635D0A 成立日期： 2,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=77832,北京雷科防务科技股份有限公司,77GHz毫米波汽车防撞雷达，智能交通产品（智能路侧感知系统、高级辅助驾驶系统ADAS/AEB等）,"三资 供应商入口 网站地图 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 您当前所在的位置： 首页 > 免费供应商企业展示 --> 北京雷科防务科技股份有限公司 Beijing Reike Defense Technology Co., Ltd. 收藏企业 首页 主要产品 企业简介 新闻发布 联系方式 主要产品",CCC,北京雷科防务科技股份有限公司 --> 北京雷,主要产品 全部产品 77GHz毫米波汽车防撞雷达，智能交通产品（智能路侧感知系统、高级辅助驾驶系统ADAS/AEB等） 企业简介 --> --> --> 公司性质： 股份制 机构代码： 91320400745550891Q 成立日期： 20,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=67082,上海豫兴电子科技有限公司,"盲区可视电子后视镜（横屏/竖屏），精准预警（超声波雷达、毫米波雷达、视觉AI算法）,智能辅助驾驶解决方案","三资 供应商入口 网站地图 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 您当前所在的位置： 首页 > 免费供应商企业展示 --> 上海豫兴电子科技有限公司 Shanghai Yuxing Electronic Technology Co., Ltd 收藏企业 首页 主要产品 企业简介 新闻发布 联系方式 主要产",ISO 14001,上海,"主要产品 全部产品 盲区可视电子后视镜（横屏/竖屏），精准预警（超声波雷达、毫米波雷达、视觉AI算法）,智能辅助驾驶解决方案 企业简介 --> --> --> 豫兴电子是一个智能辅助驾驭产品生产商，专注基于汽车盲区辅助驾驶产品的研发、制造、",success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=78347,纵目科技(湖州)有限公司,毫米波雷达、智能驾驶辅助系统（360°环视、自动泊车辅助系统）控制器,"三资 供应商入口 网站地图 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 您当前所在的位置： 首页 > 免费供应商企业展示 --> 纵目科技(湖州)有限公司 Zongmu Technology (Huzhou) Co., Ltd 收藏企业 首页 主要产品 企业简介 新闻发布 联系方式 主要产品 全部产品 毫米波雷",IATF 16949、ISO 14001、ISO 45001,浙江省湖州市红丰路2195号B幢3～4楼（精英计划产业园） 邮编： 313099 (更多联系方式请) 登录 注册 在线留言 --> 我希望了解贵企业更多信息： 在线反馈 * 联系人 * 联系电话 QQ,主要产品 全部产品 毫米波雷达、智能驾驶辅助系统（360°环视、自动泊车辅助系统）控制器 企业简介 --> --> --> 纵目科技成立于2013年，是中国领先的自动驾驶（AD）和高级驾驶辅助系统（ADAS）技术及产品供应商,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=68376,成都知融科技有限公司,为新一代平板阵列天线系统、毫米波通信系统提供高性能的芯片级解决方案，产品包含相控阵BFIC芯片、功率放大器芯片、低噪声放大器芯片等,"三资 供应商入口 网站地图 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 您当前所在的位置： 首页 > 免费供应商企业展示 --> 成都知融科技有限公司 Chengdu Zhirong Technology Co., Ltd 收藏企业 首页 主要产品 企业简介 新闻发布 联系方式 主要产品 全部产品 为新一代平板",ISO 9001,四川,主要产品 全部产品 为新一代平板阵列天线系统、毫米波通信系统提供高性能的芯片级解决方案，产品包含相控阵BFIC芯片、功率放大器芯片、低噪声放大器芯片等 企业简介 --> --> --> 成都知融科技有限公司成立于2019年，是一家专注于毫米,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/company.php?mid=48920,天健九方技术有限公司,专注于毫米波（包含但不仅限于W波段、E波段和Ka波段）单片微波毫米波集成电路（MMIC）芯片和毫米波多功能芯片设计，毫米波模组、天线和整机系统的设计研发、生产制造，广泛应用于商用...,"三资 供应商入口 网站地图 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 您当前所在的位置： 首页 > 免费供应商企业展示 --> 天健九方技术有限公司 Tianjian Jiufang Technology Co., Ltd 收藏企业 首页 主要产品 企业简介 新闻发布 联系方式 主要产品 全部产品 专注于毫米",,陕西,主要产品 全部产品 专注于毫米波（包含但不仅限于W波段、E波段和Ka波段）单片微波毫米波集成电路（MMIC）芯片和毫米波多功能芯片设计，毫米波模组、天线和整机系统的设计研发、生产制造，广泛应用于商用航天、5G／6G与卫星通讯、自动驾驶、安防,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=2,https://www.chinaautosupplier.com/company.php?mid=70170,为升科（上海）科技电子有限公司,4D成像雷达，77GHz转向辅助雷达、近/远程雷达，79GHz车前盲区雷达，盲区及倒车双工雷达，舱内监控雷达,"三资 供应商入口 网站地图 供应商 资讯 产品 配套 出口 三资 --> 企业 产品 配套 出口 三资 --> 热门搜索： 齿轮 配套产品 供应商大会 --> 您当前所在的位置： 首页 > 免费供应商企业展示 --> 为升科（上海）科技电子有限公司 Shengke (Shanghai) Technology Electronics Co., Ltd 收藏企业 首页 主要产品 企业简介 新闻发布 联",IATF 16949,上海,主要产品 全部产品 4D成像雷达，77GHz转向辅助雷达、近/远程雷达，79GHz车前盲区雷达，盲区及倒车双工雷达，舱内监控雷达 企业简介 --> --> --> 公司性质： 三资 机构代码： 91310115MA1H8PBH5H 成立日期,success,
